Date,Workout,Result,Prescribed,Pukie,Work performed,Work time,Formatted Result,Notes,Description
2015-05-01,4 RFT: Front Squats and Single Arm Dumbbell Shoulder Press,,true,false,11164,,Completed,"Squats on tempo 31x1, 10presses each arm, then 30 second hold on each leg lunge stretch ","4 rounds of:
6 Front Squats, 145 lbs
20 Single Arm Dumbbell Shoulder Press, 30 lbs"
2015-05-01,"FT: Rows, Thrusters, and Pull-ups",456000,false,false,37690,456000,7 mins 36 secs,RXed was chest to bar,"Row, 500 m
30 Thrusters, 65 lbs
15 Pull-ups"
2015-04-30,"FT: 1 mi, Sit-up (GHD - parallel)s, Deadlifts, and Rope Climbs",1588000,true,false,61509,1588000,26 mins 28 secs,"Mile Time 11:00, First long run, hip felt good","Run, 1 mi
50 Sit-up (GHD - parallel)s
20 Deadlifts, 155 lbs
5 Rope Climbs, 5 ft"
2015-04-29,"AMRAP 15 mins: Push-up (hand release)s, Wall Balls, and Kettlebell Swing (American)s",5.333,true,false,68784,900000,5 rounds + 10 Push-up (hand release)s | 235 reps,All Wall-Balls and KBS unbroken,"15:00 AMRAP:
10 Push-up (hand release)s
15 Wall Balls, 14 lbs, 9 ft
20 Kettlebell Swing (American)s, 35 lbs"
2015-04-29,"Power Cleans, Front Squats",1564.8936765,false,false,16686,600000,"3450 lbs | 95 lbs, 95 lbs, 105 lbs, 105 lbs, 115 lbs, 115 lbs, 125 lbs, 125 lbs, 135 lbs, and 135 lbs","","3 Power Cleans 95 lbs
3 Front Squats 95 lbs
3 Power Cleans 105 lbs
3 Front Squats 105 lbs
3 Power Cleans 115 lbs
3 Front Squats 115 lbs
3 Power Cleans 125 lbs
3 Front Squats 125 lbs
3 Power Cleans 135 lbs
3 Front Squats 135 lbs"
2015-04-28,"3 RFT: Toes To Rings, Box Jump Overs, and Rows",977000,true,false,46655,977000,16 mins 17 secs,"","3 rounds of:
15 Toes To Rings
15 Box Jump Overs, 16 in
Row, 300 m"
2015-04-28,"3 RFT: Handstand Holds, Pull Up (Chin Over Bar)s, and Seal Walks",,false,false,0,,Completed,"Used green band on chin ups, tempo 2111","3 rounds of:
Handstand Hold, 30 secs
6 Pull Up (Chin Over Bar)s
Seal Walk, 25 m"
2015-04-24,"3 RFT: Romanian Deadlift (snatch grip)s, Hanging Leg Raises, and Double Unders",,true,false,14400,,Completed,"","3 rounds of:
6 Romanian Deadlift (snatch grip)s, 115 lbs
15 Hanging Leg Raises
50 Double Unders"
2015-04-24,"FT: Row (calories)s, Rope Climbs, and Box Jump Overs",694000,true,false,17920,694000,11 mins 34 secs,"","40 Row (calories)s
4 Rope Climbs, 10 ft
40 Box Jump Overs, 16 in"
2015-04-23,"6x RFT: Thrusters, AbMat Sit-ups, and Push-ups",692000,false,false,72321,692000,"11 mins 32 secs | (1 min 45 secs), (1 min 55 secs), (1 min 59 secs), (2 mins 15 secs), (1 min 45 secs), and (1 min 53 secs)","All thrusters unbroken, push-ups good on first round, went to good down and knees up on later rounds to keep time down","6 rounds, each round for time, of:
15 Thrusters, 65 lbs
10 AbMat Sit-ups
10 Push-ups
Resting 3 mins between each round."
2015-04-22,10-9-8-7-6-5-4-3-2-1: Wall Balls and Pull-ups,710000,true,false,34306,710000,11 mins 50 secs,All wallballs unbroken ,"10-9-8-7-6-5-4-3-2-1 reps of:
Wall Ball, 14 lbs, 9 ft
Pull-up"
2015-04-22,3 RFT: Bulgarian Split Squats and Turkish Get Ups,,true,false,10256,,Completed,"Split squats 6 per leg on 30X0 Tempo,
Turkish Get up 3 per arm","3 rounds of:
12 Bulgarian Split Squats
6 Turkish Get Ups, 25 lbs"
2015-04-21,"6x AMRAP 3 mins: Double Unders, 300 m, and Kettlebell Swing (American)s",5.408,true,false,107593,1080000,5.408 rounds,"Running felt great today, on first round I finished the run first.  Splits for DUs/Run: 1:30, 2:00, 2:03, 2:00, 1:58, 1:45 ","6x 3:00 AMRAP:
20 Double Unders
Run, 300 m
40 Kettlebell Swing (American)s, 35 lbs
Resting 2 mins between each AMRAP."
2015-04-20,"Back Squats, Pull-ups, Push-ups",1886.9442592,false,false,25077,,"4160 lbs | 160 lbs, 175 lbs, and 185 lbs","","8 Back Squats 160 lbs
6 Pull-ups
8 Push-ups
8 Back Squats 175 lbs
6 Pull-ups
8 Push-ups
8 Back Squats 185 lbs
6 Pull-ups
8 Push-ups"
2015-04-20,3 RFT: Renegade Rows and Front Squats,394000,true,false,11206,394000,6 mins 34 secs,Front Squats unbroken,"3 rounds of:
5 Renegade Rows, 50 lbs
10 Front Squats, 95 lbs"
2015-04-15,"3 RFT: Dumbbell Shoulder Press, Plank (Left Side)s, and Plank (Right Side)s",,true,false,5084,,Completed,30# DB used,"3 rounds of:
8 Dumbbell Shoulder Press, 60 lbs
Plank (Left Side), 1 min
Plank (Right Side), 1 min"
2015-04-15,"2x RFT: Rows, Hang Power Snatches, Bench Dips, and Wall Balls",916000,true,false,63025,916000,15 mins 16 secs | (7 mins 34 secs) and (7 mins 42 secs),"Hang Power Snatch focused more on good movement then all out speed,  Wallballs Unbroken","2 rounds, each round for time, of:
Row, 500 m
15 Hang Power Snatches, 65 lbs
20 Bench Dips
20 Wall Balls, 14 lbs, 9 ft
Resting 2 mins between each round."
2015-04-14,"4 RFT: Deadlifts, Push-ups, and V-ups",,true,false,27583,,Completed,Deadlift on Temp 20X1 @65% 1RM,"4 rounds of:
8 Deadlifts, 175 lbs
10 Push-ups
10 V-ups"
2015-04-14,"3 RFT: Pull-ups, Kettlebell Swing (Russian)s, and 400 m",1200000,true,false,63337,1200000,20 mins,"Hands started to hurt after first round, switched to Body rows.  First time running in a while and hip felt good, dull pain above hip flexor but not the normal lower pain.","3 rounds of:
15 Pull-ups
25 Kettlebell Swing (Russian)s, 53 lbs
Run, 400 m"
2015-04-13,Weighted Lunge 3x20,1905.087954,true,false,19988,,"4200 lbs | 70 lbs, 70 lbs, and 70 lbs","10 on each leg, front foot elevated on plate.  used 2 35# Kettlebells","Sets
Weighted Lunge, 20 reps | 70 lbs
Weighted Lunge, 20 reps | 70 lbs
Weighted Lunge, 20 reps | 70 lbs"
2015-04-13,"AMRAP 20 mins: Row (calories)s, Burpees, Toes-to-bars, and Overhead Walking Lunges",1.35,true,false,32789,1200000,1 round + 20 Row (calories)s + 12 Burpees | 142 reps,"should have only been 20 T2B, but forgot during the workout.","20:00 AMRAP:
20 Row (calories)s
30 Burpees
30 Toes-to-bars
30 Overhead Walking Lunges, 25 lbs"
2015-04-12,Hang Squat Clean 6-5-3-2-2-2-2,1133.0,true,false,12390,,"1133 kg | 38 kg, 42 kg, 57 kg, 62 kg, 64 kg, 67 kg, and 69 kg","","Sets
Hang Squat Clean, 6 reps | 38 kg
Hang Squat Clean, 5 reps | 42 kg
Hang Squat Clean, 3 reps | 57 kg
Hang Squat Clean, 2 reps | 62 kg
Hang Squat Clean, 2 reps | 64 kg
Hang Squat Clean, 2 reps | 67 kg
Hang Squat Clean, 2 reps | 69 kg"
2015-04-12,Front Squat 10-8-5-3-3-1,1663.32322079,true,false,12527,,"3667 lbs | 90 lbs, 113 lbs, 133 lbs, 153 lbs, 183 lbs, and 190 lbs",Last set should be three but only got 1,"Sets
Front Squat, 10 reps | 90 lbs
Front Squat, 8 reps | 113 lbs
Front Squat, 5 reps | 133 lbs
Front Squat, 3 reps | 153 lbs
Front Squat, 3 reps | 183 lbs
Front Squat, 1 rep | 190 lbs"
2015-04-12,AMReps 3 mins: Airdyne (Calories)s,49,true,false,0,180000,49 reps,"","AMReps in 3 mins:
Airdyne (Calories) | 49 reps"
2015-04-10,"FT: Shoulder-to-Overheads, Rows, Shoulder-to-Overheads, and 3 more",696000,true,false,66106,696000,11 mins 36 secs,All S2OH unbroken,"20 Shoulder-to-Overheads, 95 lbs
1 Row, 250 m
15 Shoulder-to-Overheads, 95 lbs
2 Rows, 250 m
10 Shoulder-to-Overheads, 95 lbs
3 Rows, 250 m"
2015-04-10,"FT: Single Leg Romanian Deadlifts, V-ups, Max Double Unders, and 6 more",,true,false,0,,Completed,"","16 Single Leg Romanian Deadlifts, 35 lbs
20 V-ups
46 Max Double Unders
16 Single Leg Romanian Deadlifts, 35 lbs
20 V-ups
61 Max Double Unders
16 Single Leg Romanian Deadlifts, 35 lbs
20 V-ups
78 Max Double Unders"
2015-04-09,4 RFT: Dumbbell Walking Lunges and Body Rows,,true,false,33115,,Completed,Body Row on 2011 Tempo,"4 rounds of:
20 Dumbbell Walking Lunges, 60 lbs
10 Body Rows"
2015-04-09,"3 RFT: Wall Balls, Kettlebell Swing (American)s, and Burpee Pull Ups",1095000,true,false,50643,1095000,18 mins 15 secs,"Pull-ups turned into a jump and pull, focused on good push-up in burpee, no flopping","3 rounds of:
20 Wall Balls, 14 lbs, 9 ft
10 Kettlebell Swing (American)s, 35 lbs
10 Burpee Pull Ups"
2015-04-08,"4 RFT: Deadlifts, Step Ups, and Single Arm DB Press",,true,false,13387,,Completed,"Deadlifts 60% on 20X0 Tempo
Single leg step ups slow and controlled, working on not pushing off of toe of non working leg, used Plate to help with that
8R/8L on DB Press","4 rounds of:
8 Deadlifts, 155 lbs
20 Step Ups, 16 in
16 Single Arm DB Press, 30 lbs"
2015-04-08,"Push Press, Rests, Box Jump (16 in.)s",107,false,false,18224,480000,107 reps,"","15 Push Press 65 lbs 30 secs
Rests 30 secs
10 Box Jump (16 in.)s 30 secs
Rests 30 secs
16 Push Press 65 lbs 30 secs
Rests 30 secs
12 Box Jump (16 in.)s 30 secs
Rests 30 secs
14 Push Press 65 lbs 30 secs
Rests 30 secs
11 Box Jump (16 in.)s 30 secs
Rests 30 secs
16 Push Press 65 lbs 30 secs
Rests 30 secs
13 Box Jump (16 in.)s 30 secs
Rests 30 secs"
2015-04-07,"Bench Press, Kettlebell Swing (Russian)s, Ab Rollers",,false,false,24085,,"","","8 Bench Press 83 lbs
25 Russian Kettlebell Swings 53 lbs
10 Ab Rollers
8 Bench Press 93 lbs
25 Russian Kettlebell Swings 53 lbs
10 Ab Rollers
8 Bench Press 98 lbs
25 Russian Kettlebell Swings 53 lbs
10 Ab Rollers
8 Bench Press 103 lbs
25 Russian Kettlebell Swings 53 lbs
10 Ab Rollers"
2015-04-07,AMReps 3 mins: Burpees,26,true,false,14120,180000,26 reps,to 6 inch target,"AMReps in 3 mins:
Burpee | 26 reps"
2015-04-06,Back Squat 10-10-10,2281.5696211,true,false,14729,,"5030 lbs | 155 lbs, 168 lbs, and 180 lbs","Tempo 20X1
65%-70%-75%","Sets
Back Squat, 10 reps | 155 lbs
Back Squat, 10 reps | 168 lbs
Back Squat, 10 reps | 180 lbs"
2015-04-06,3 RFT: Renegade Man Makers and Rows,996000,true,false,58559,996000,16 mins 36 secs,"Man Maker = pushup+rowR+pushup+rowL+powerclean+pushpress
30#DBs","3 rounds of:
5 Renegade Man Makers, 60 lbs
Row, 500 m"
2015-04-02,Hortman,2.338,false,false,158482,2700000,2 rounds + 1000 m + 28 Air Squats,Hip flared up in 2nd round row,"45:00 AMRAP:
Row, 1000 m
80 Air Squats
24 Body Rows
24 Box Dips"
2015-04-01,Clean & Jerk 1,73.93555631,true,false,1235,,163 lbs | 163 lbs,"New 1RM, 160 was a press out Jerk, Missed the 165 Jerk once and then hit a solid Jerk to round out the set.  Clean was an ugly Power Clean, new Power CLean Max as well","Sets
Clean & Jerk, 1 rep | 163 lbs"
2015-04-01,15-12-9-6-3: Hang Power Cleans and Lateral Burpee (Over Barbell)s,650000,true,false,17755,650000,10 mins 50 secs,All sets of Power Cleans were unbroken,"15-12-9-6-3 reps of:
Hang Power Clean, 85 lbs
Lateral Burpee (Over Barbell)"
2015-03-27,CrossFit Games Open 15.5,706000,true,false,31666,706000,11 mins 46 secs,"","27-21-15-9 reps of:
Row (calories)
Thruster, 65 lbs"
2015-03-18,21-15-9: Deadlifts and Chest-to-bar Pull-ups,801000,true,false,35895,801000,13 mins 21 secs,C2B With Green Band,"21-15-9 reps of:
Deadlift, 155 lbs
Chest-to-bar Pull-up"
2015-03-13,CrossFit Games Open 15.3 - Scaled,3.13,true,false,72950,840000,3 rounds + 13 Wall Balls | 763 reps,"","14:00 AMRAP:
50 Wall Balls, 10 lbs, 9 ft
200 Jump Rope (Singles)s"
2015-03-06,CrossFit Games Open 15.2 - Scaled,138,true,false,40587,720000,138 reps,"","AMReps in 12 mins:
36 Overhead Squats, 45 lbs | 36 reps
36 Pull-ups | 36 reps
36 Overhead Squats, 45 lbs | 36 reps
36 Pull-ups | 30 reps"
2015-02-27,CrossFit Games Open 15.1,3.289,true,false,22194,540000,3 rounds + 13 Toes-to-bars | 103 reps,"","9:00 AMRAP:
15 Toes-to-bars
10 Deadlifts, 75 lbs
5 Snatches, 75 lbs"
2015-02-27,CrossFit Games Open 15.1A,73.48196394,true,false,1229,,162 lbs | 162 lbs,PR,"Sets
1 Clean & Jerk | 162 lbs"
2015-02-19,AMRAP 5 mins: Power Snatches and Toes-to-bars,6.0,true,false,14041,300000,6 rounds | 60 reps,"","5:00 AMRAP:
5 Hang Power Snatches, 65 lbs
5 Toes-to-bars"
2015-02-19,AMRAP 5 mins: Hang Power Cleans and Double Unders,8.4,true,false,31097,300000,8 rounds + 4 Hang Power Cleans | 204 reps,"","5:00 AMRAP:
5 Hang Power Cleans, 75 lbs
20 Double Unders"
2015-02-19,FT: Wall Balls and Burpees,615000,true,false,42293,615000,10 mins 15 secs,"","50 Wall Balls, 14 lbs, 9 ft
50 Burpees"
2015-02-11,Every 1 min for 5 mins: Power Clean & Jerk,16391,true,false,16391,300000,Completed,"","Every 1 min for 5 mins
5 Power Clean & Jerks, 75 lbs
5 Power Clean & Jerks, 75 lbs
5 Power Clean & Jerks, 75 lbs
5 Power Clean & Jerks, 75 lbs
5 Power Clean & Jerks, 75 lbs"
2015-02-11,Deadlift 5-5-6,1435.61985105,false,false,8386,,"3165 lbs | 140 lbs, 160 lbs, and 185 lbs","65%-75%-85% of 5RM from last weeks Death By Deadlift sets, used 215.  Last set was 5+ max reps, grip gave out","Sets
5 Deadlifts | 140 lbs
5 Deadlifts | 160 lbs
9 Deadlifts | 185 lbs"
2015-02-11,"3 RFT: Stiff Legged Deadlifts, Bent Over Barbell Rows, Chin Up (Strict)s and Good Mornings",,false,false,23740,,Completed,Chin-ups with white band,"3 rounds of:
8 Stiff Legged Deadlifts, 135 lbs
8 Bent Over Barbell Rows, 65 lbs
8 Chin Up (Strict)s
8 Good Mornings, 65 lbs"
2015-02-10,Split Jerk 1-1-1-1-1-1-1-1,496.68364515,true,false,1933,,"1095 lbs | 95 lbs, 115 lbs, 125 lbs, 135 lbs, 145 lbs, 155 lbs, 160 lbs, and 165 lbs","Missed 170,  had good drive, but only got one attempt due to time","Sets
1 Split Jerk | 95 lbs
1 Split Jerk | 115 lbs
1 Split Jerk | 125 lbs
1 Split Jerk | 135 lbs
1 Split Jerk | 145 lbs
1 Split Jerk | 155 lbs
1 Split Jerk | 160 lbs
1 Split Jerk | 165 lbs"
2015-02-10,"""FGB Style"" - Toes-to-bars, One Arm Dumbbell Snatch (Alternating)s and Handstand Push-up (box)s",102,false,false,2022,720000,"102 reps | 28, 28, 21, and 25 reps",45 sec work 15 sec transition,"4 rounds, 1 min per station:
Toes-to-bar
One Arm Dumbbell Snatch (Alternating), 35 lbs
Handstand Push-up (box)"
2015-02-08,"Lifting: Power Cleans, Front Squats and Squat Cleans",1619.3247609,true,false,17404,,"3570 lbs | 85 lbs, 105 lbs, 115 lbs, 125 lbs, 135 lbs, 125 lbs, 135 lbs, 145 lbs, 155 lbs, 165 lbs, 125 lbs, 145 lbs, 155 lbs, 165 lbs (0), and 165 lbs (0)",Missed last two reps,"Sets
3 Power Cleans | 85 lbs
3 Power Cleans | 105 lbs
3 Power Cleans | 115 lbs
3 Power Cleans | 125 lbs
3 Power Cleans | 135 lbs
2 Front Squats | 125 lbs
2 Front Squats | 135 lbs
2 Front Squats | 145 lbs
2 Front Squats | 155 lbs
2 Front Squats | 165 lbs
1 Squat Clean | 125 lbs
1 Squat Clean | 145 lbs
1 Squat Clean | 155 lbs
0 Squat Cleans | 165 lbs
0 Squat Cleans | 165 lbs"
2015-02-06,Every 1 min for 5 mins: Power Clean,15102,true,false,15102,300000,Completed,"","Every 1 min for 5 mins
5 Power Cleans, 95 lbs
5 Power Cleans, 95 lbs
5 Power Cleans, 95 lbs
5 Power Cleans, 95 lbs
5 Power Cleans, 95 lbs"
2015-02-06,"3 RFT: Front Squats, Back Squats and Front Squats",,false,false,24352,,Completed,"","3 rounds of:
5 Front Squats, 115 lbs
10 Back Squats, 115 lbs
5 Front Squats, 115 lbs"
2015-02-06,3 RFT: Air Squats and 400 m,927000,true,false,68968,927000,15 mins 27 secs,"","3 rounds of:
50 Air Squats
Run, 400 m"
2015-02-05,Weighted Push-up : 1 Rep Max,17.00971388,true,false,389,,37.5 lbs | 37.5 lbs,Failed twice @ 40 lbs,"Sets
1 Weighted Push-up | 37.5 lbs"
2015-02-05,"4 RFT: Push-up (hand release)s, Push Up (Rings)s and Dumbbell Bench Press",900000,false,false,11630,900000,15 mins,"","4 rounds of:
3 Push-up (hand release)s
6 Push Up (Rings)s
12 Dumbbell Bench Press, 35 lbs"
2015-02-04,Every 1 min for 5 mins: Power Clean,14091,true,false,14091,300000,Completed,"","Every 1 min for 5 mins
5 Power Cleans, 85 lbs
5 Power Cleans, 85 lbs
5 Power Cleans, 85 lbs
5 Power Cleans, 85 lbs
5 Power Cleans, 85 lbs"
2015-02-04,"""Death By"" - Deadlift : 95 lbs + 20 lbs / 30 secs",6.6,true,false,13567,210000,6 + (3 Deadlifts),Finished out the last two of the set as singles,"""Death By"" : 95 lbs + 20 lbs / 30 secs
5 Deadlifts : 6 rounds + 3 reps"
2015-02-04,6 RFT: Deadlifts and Box Jumps,587000,true,false,41903,587000,9 mins 47 secs,"Deadlift weight was from max weight completed in death-by sets, did step-ups on box because impact from landing when jumping was bothering my hip","6 rounds of:
3 Deadlifts, 195 lbs
18 Box Jumps, 20 in"
2015-02-02,Every 1 min for 5 mins: Power Clean,12070,true,false,12070,300000,Completed,"","Every 1 min for 5 mins
5 Power Cleans, 65 lbs
5 Power Cleans, 65 lbs
5 Power Cleans, 65 lbs
5 Power Cleans, 65 lbs
5 Power Cleans, 65 lbs"
2015-02-02,"3 RFT: Front Squats, Back Squats and Front Squats",,false,false,21917,,Completed,"","3 rounds of:
4 Front Squats, 115 lbs
10 Back Squats, 115 lbs
4 Front Squats, 115 lbs"
2015-02-02,AMRAP 7 mins: Burpees and Double Unders,6.3,true,false,28902,420000,6 rounds + 3 Burpees | 153 reps,"1st Metcon after taken some time off for a kidney infection, no lungs","7:00 AMRAP:
5 Burpees
20 Double Unders"
2015-01-13,"""Death By"" - Front Squat : 65 lbs + 10 lbs / 40 secs",9.8,false,false,19419,400000,9 + (4 Front Squats),"","""Death By"" : 65 lbs + 10 lbs / 40 secs
5 Front Squats : 9 rounds + 4 reps"
2015-01-13,AMRAP 8 mins: Hang Squat Cleans and Toes-to-bars,4.063,true,false,18284,480000,4 rounds + Hang Squat Clean | 65 reps,"","8:00 AMRAP:
8 Hang Squat Cleans, 75 lbs
8 Toes-to-bars"
2015-01-12,"""Death By"" - Push Press : 35 lbs + 10 lbs / 20 secs",10.0,false,false,5384,200000,9 + (2 Push Press + 3 Push Press),"","""Death By"" : 35 lbs + 10 lbs / 20 secs
5 Push Press : 7 rounds + 2 reps
5 Push Press : 2 rounds + 3 reps"
2015-01-12,AMRAP 8 mins: Push Press and Box Jump Overs,6.063,true,false,21993,480000,6 rounds + Push Press | 97 reps,"","8:00 AMRAP:
8 Push Press, 85 lbs
8 Box Jump Overs, 20 in"
2015-01-05,"3 RFT: 400 m, Overhead Squats and Pull-ups",1735000,false,false,83843,1735000,28 mins 55 secs,"Hip still hurting, walked the 400m instead of running.  Made up time by going unbroken on OHS on 1st and 3rd round. ","3 rounds of:
Run, 400 m
30 Overhead Squats, 65 lbs
21 Pull-ups"
2014-12-30,"50-40-30-20-10: Deadlifts, Double Unders and AbMat Sit-ups",1294000,true,false,91773,1294000,21 mins 34 secs,"","50-40-30-20-10 reps of:
Deadlift, 115 lbs
Double Under
AbMat Sit-up"
2014-12-26,"21-18-15-12-9-6-3: Power Cleans, Sit-up (standard)s and Back Extensions",1010000,false,false,82264,1010000,16 mins 50 secs,Subbed Back extensions for Weighted Good Mornings,"21-18-15-12-9-6-3 reps of:
Power Clean, 65 lbs
Sit-up (standard)
Good Morning, 65 lbs"
2014-12-19,Diane,830000,false,false,27426,830000,13 mins 50 secs,"RX weight on DL, HSPU done on bands","21-15-9 reps of:
Deadlift, 155 lbs
Handstand Push Up"
2014-12-18,"Chipper: AbMat Sit-ups, 1 mi, GHD Hip Extensions and 2 more",2280000,false,false,110082,2280000,38 mins,"Mile 1: 10:36
Mile 2: 10:41","75 AbMat Sit-ups
Run, 1 mi
75 GHD Hip Extensions
Run, 1 mi
75 Lateral Jumps, 8 in"
2014-12-17,1-2-3-4-5-6-7-8-9-10-11-12: Hang Power Cleans and Ring Rows,1200000,false,false,29886,1200000,20 mins,"20 min tme cap, only 6 HPC on last round.  Each set had to be unbroken, break in sets = 3 burpees.  Broke rows in rounds 9-10-11.  All HPCs were unbroken","1-2-3-4-5-6-7-8-9-10-11-6 reps of:
Hang Power Clean, 95 lbs
Ring Row"
2014-12-15,"Chipper: Rows, 500 m, Deadlifts and 3 more",1953000,false,false,77724,1953000,32 mins 33 secs,@ 66% BW  BS 10-10-10 FS 7-7-6 OHS 1-2-2-1-1-2-1,"Row, 600 m
Run, 500 m
40 Deadlifts, 123 lbs
30 Back Squats, 123 lbs
20 Front Squats, 123 lbs
10 Overhead Squats, 123 lbs"
2014-12-13,Snatch : 1 Rep Max,55.0,true,false,925,,55 kg | 55 kg,4 attempts,"Sets
1 Snatch | 55 kg"
2014-12-01,"Power Clean & Jerk : 1 @ 60%, 1 @ 60%, 1 @ 70%, 1 @ 70%, 1 @ 75%, 1 @ 75%, 1 @ 80%, 1 @ 80%",6987,true,false,6987,,"Completed | 95 lbs, 95 lbs, 110 lbs, 110 lbs, 120 lbs, 120 lbs, 125 lbs, and 125 lbs","","Sets
1 Power Clean & Jerk, 60% 1RM | 95 lbs
1 Power Clean & Jerk, 60% 1RM | 95 lbs
1 Power Clean & Jerk, 70% 1RM | 110 lbs
1 Power Clean & Jerk, 70% 1RM | 110 lbs
1 Power Clean & Jerk, 75% 1RM | 120 lbs
1 Power Clean & Jerk, 75% 1RM | 120 lbs
1 Power Clean & Jerk, 80% 1RM | 125 lbs
1 Power Clean & Jerk, 80% 1RM | 125 lbs"
2014-12-01,"Push Press : 3 @ 60%, 3 @ 70%, 3 @ 75%, 3 @ 75%, 3 @ 75%",2622,true,false,2622,,"Completed | 85 lbs, 95 lbs, 105 lbs, 105 lbs, and 105 lbs","","Sets
3 Push Press, 60% 1RM | 85 lbs
3 Push Press, 70% 1RM | 95 lbs
3 Push Press, 75% 1RM | 105 lbs
3 Push Press, 75% 1RM | 105 lbs
3 Push Press, 75% 1RM | 105 lbs"
2014-12-01,"Back Squat : 3 @ 60%, 3 @ 70%, 3 @ 80%, 2 @ 85%, 1 @ 90%, 1 @ 90%, 1 @ 90%, 1 @ 90%",7825,true,false,7825,,"Completed | 145 lbs, 170 lbs, 195 lbs, 205 lbs, 215 lbs, 215 lbs, 215 lbs, and 215 lbs","","Sets
3 Back Squats, 60% 1RM | 145 lbs
3 Back Squats, 70% 1RM | 170 lbs
3 Back Squats, 80% 1RM | 195 lbs
2 Back Squats, 85% 1RM | 205 lbs
1 Back Squat, 90% 1RM | 215 lbs
1 Back Squat, 90% 1RM | 215 lbs
1 Back Squat, 90% 1RM | 215 lbs
1 Back Squat, 90% 1RM | 215 lbs"
2014-11-18,"Shoulder Press 6x3 at 85% 1RM, rest 1:30",2701,false,false,2701,,"Completed | 85 lbs, 85 lbs, 85 lbs, 85 lbs, 85 lbs, and 85 lbs",on Tempo 31X3,"Sets : rest 1:30
3 Shoulder Press, 85% 1RM | 85 lbs
3 Shoulder Press, 85% 1RM | 85 lbs
3 Shoulder Press, 85% 1RM | 85 lbs
3 Shoulder Press, 85% 1RM | 85 lbs
3 Shoulder Press, 85% 1RM | 85 lbs
3 Shoulder Press, 85% 1RM | 85 lbs"
2014-11-18,Shoulder Press : 1 Rep Max,45.359237,false,false,177,,100 lbs | 100 lbs,"","Sets
1 Shoulder Press | 100 lbs"
2014-11-18,"4 RFT: Rows, Pull-ups and Push Press",970000,true,false,64250,970000,16 mins 10 secs,Pull-ups and push press were unbroken,"4 rounds of:
Row, 300 m
8 Pull-ups
15 Push Press, 75 lbs"
2014-11-12,CrossFit Games Regional 11.3,471000,false,false,35296,471000,7 mins 51 secs,"","21-15-9 reps of:
Deadlift, 155 lbs
Box Jump, 24 in"
